Employee,Risk_%,Top_Driver,Employee_Value,Population_Avg,Contribution,Direction
11056,57.3,MonthlyRate,4973.0,14297.63,-187.1706,▼ risk
11064,57.3,MonthlyRate,4973.0,14297.63,-187.1706,▼ risk
20622,57.0,MonthlyRate,6208.0,14297.63,-162.3808,▼ risk
20630,57.0,MonthlyRate,6208.0,14297.63,-162.3808,▼ risk
20962,56.9,Application ID,0.0,7489.08,-128.7847,▼ risk
20970,56.9,Application ID,0.0,7489.08,-128.7847,▼ risk
11390,56.9,MonthlyRate,10322.0,14297.63,-79.8017,▼ risk
11382,56.9,MonthlyRate,10322.0,14297.63,-79.8017,▼ risk
11731,56.8,MonthlyRate,25725.0,14297.63,229.3782,▲ risk
11735,56.8,MonthlyRate,25725.0,14297.63,229.3782,▲ risk
11728,56.8,MonthlyRate,25725.0,14297.63,229.3782,▲ risk
7126,56.8,MonthlyRate,9129.0,14297.63,-103.7484,▼ risk
7129,56.8,Application ID,0.0,7489.08,-128.7847,▼ risk
7134,56.8,MonthlyRate,9129.0,14297.63,-103.7484,▼ risk
7121,56.8,MonthlyRate,9129.0,14297.63,-103.7484,▼ risk
820,56.6,MonthlyRate,8319.0,14297.63,-120.0073,▼ risk
812,56.6,MonthlyRate,8319.0,14297.63,-120.0073,▼ risk
7701,56.5,Application ID,6100.0,7489.08,-23.8871,▼ risk
11936,56.5,Application ID,9474.0,7489.08,34.1333,▲ risk
7711,56.5,Application ID,6107.0,7489.08,-23.7667,▼ risk
7708,56.5,Application ID,0.0,7489.08,-128.7847,▼ risk
7704,56.5,Application ID,0.0,7489.08,-128.7847,▼ risk
11928,56.5,Application ID,9467.0,7489.08,34.0129,▲ risk
10979,56.4,Application ID,0.0,7489.08,-128.7847,▼ risk
10983,56.4,MonthlyRate,18420.0,14297.63,82.7471,▲ risk
10971,56.4,Application ID,0.0,7489.08,-128.7847,▼ risk
10975,56.4,MonthlyRate,18420.0,14297.63,82.7471,▲ risk
10541,56.3,MonthlyRate,18016.0,14297.63,74.6378,▲ risk
10540,56.3,MonthlyRate,18016.0,14297.63,74.6378,▲ risk
10532,56.3,MonthlyRate,18016.0,14297.63,74.6378,▲ risk
10531,56.3,Application ID,0.0,7489.08,-128.7847,▼ risk
15971,56.1,MonthlyRate,25681.0,14297.63,228.495,▲ risk
15969,56.1,MonthlyRate,25681.0,14297.63,228.495,▲ risk
15977,56.1,MonthlyRate,25681.0,14297.63,228.495,▲ risk
15979,56.1,MonthlyRate,25681.0,14297.63,228.495,▲ risk
2771,55.9,Application ID,2205.0,7489.08,-90.8668,▼ risk
2285,55.4,MonthlyRate,25150.0,14297.63,217.8364,▲ risk
2092,55.4,MonthlyRate,25150.0,14297.63,217.8364,▲ risk
2277,55.4,MonthlyRate,25150.0,14297.63,217.8364,▲ risk
817,55.4,Application ID,663.0,7489.08,-117.3836,▼ risk
2274,55.4,MonthlyRate,25150.0,14297.63,217.8364,▲ risk
817,55.4,Application ID,663.0,7489.08,-117.3836,▼ risk
809,55.4,Application ID,655.0,7489.08,-117.5211,▼ risk
22054,55.4,Application ID,0.0,7489.08,-128.7847,▼ risk
21410,55.2,MonthlyRate,26092.0,14297.63,236.7449,▲ risk
13054,55.1,Application ID,10375.0,7489.08,49.6272,▲ risk
13041,55.1,Application ID,10365.0,7489.08,49.4552,▲ risk
13046,55.1,Application ID,10367.0,7489.08,49.4896,▲ risk
13049,55.1,Application ID,10370.0,7489.08,49.5412,▲ risk
20349,55.0,Application ID,16210.0,7489.08,149.9678,▲ risk
6811,55.0,MonthlyRate,4605.0,14297.63,-194.5573,▼ risk
7127,54.9,Application ID,0.0,7489.08,-128.7847,▼ risk
20966,54.9,Application ID,16707.0,7489.08,158.5143,▲ risk
7135,54.9,MonthlyRate,9129.0,14297.63,-103.7484,▼ risk
20958,54.9,Application ID,0.0,7489.08,-128.7847,▼ risk
11737,54.8,MonthlyRate,25725.0,14297.63,229.3782,▲ risk
11726,54.8,MonthlyRate,25725.0,14297.63,229.3782,▲ risk
11730,54.8,MonthlyRate,25725.0,14297.63,229.3782,▲ risk
7528,54.5,MonthlyRate,23914.0,14297.63,193.0266,▲ risk
7532,54.5,MonthlyRate,23914.0,14297.63,193.0266,▲ risk
7540,54.5,MonthlyRate,23914.0,14297.63,193.0266,▲ risk
12526,54.5,Application ID,9945.0,7489.08,42.2328,▲ risk
12522,54.5,Application ID,9942.0,7489.08,42.1812,▲ risk
12518,54.5,Application ID,0.0,7489.08,-128.7847,▼ risk
12514,54.5,Application ID,9936.0,7489.08,42.078,▲ risk
20323,54.5,MonthlyRate,4567.0,14297.63,-195.3201,▼ risk
966,54.4,Application ID,0.0,7489.08,-128.7847,▼ risk
965,54.4,Application ID,790.0,7489.08,-115.1996,▼ risk
953,54.4,Application ID,0.0,7489.08,-128.7847,▼ risk
957,54.4,Application ID,783.0,7489.08,-115.32,▼ risk
958,54.4,Application ID,784.0,7489.08,-115.3028,▼ risk
961,54.4,Application ID,787.0,7489.08,-115.2512,▼ risk
23010,54.2,MonthlyRate,26956.0,14297.63,254.0877,▲ risk
19973,54.2,Application ID,15909.0,7489.08,144.7917,▲ risk
19971,54.2,Application ID,15907.0,7489.08,144.7573,▲ risk
19979,54.2,Application ID,15915.0,7489.08,144.8949,▲ risk
882,54.2,Application ID,718.0,7489.08,-116.4378,▼ risk
874,54.2,Application ID,712.0,7489.08,-116.5409,▼ risk
19981,54.2,Application ID,0.0,7489.08,-128.7847,▼ risk
23002,54.2,MonthlyRate,26956.0,14297.63,254.0877,▲ risk
18628,53.9,Application ID,14827.0,7489.08,126.1852,▲ risk
18636,53.9,Application ID,14834.0,7489.08,126.3056,▲ risk
18642,53.9,Application ID,14840.0,7489.08,126.4088,▲ risk
2992,53.4,MonthlyRate,21728.0,14297.63,149.1476,▲ risk
16900,53.4,MonthlyRate,3334.0,14297.63,-220.0697,▼ risk
16892,53.4,MonthlyRate,3334.0,14297.63,-220.0697,▼ risk
3000,53.4,MonthlyRate,21728.0,14297.63,149.1476,▲ risk
6092,53.2,Application ID,4835.0,7489.08,-45.6405,▼ risk
16125,53.2,MonthlyRate,22930.0,14297.63,173.275,▲ risk
16131,53.2,MonthlyRate,22930.0,14297.63,173.275,▲ risk
3544,53.2,MonthlyRate,22967.0,14297.63,174.0177,▲ risk
16132,53.2,MonthlyRate,22930.0,14297.63,173.275,▲ risk
16133,53.2,MonthlyRate,22930.0,14297.63,173.275,▲ risk
16139,53.2,MonthlyRate,22930.0,14297.63,173.275,▲ risk
3546,53.2,MonthlyRate,22967.0,14297.63,174.0177,▲ risk
3552,53.2,MonthlyRate,22967.0,14297.63,174.0177,▲ risk
3554,53.2,MonthlyRate,22967.0,14297.63,174.0177,▲ risk
6084,53.2,Application ID,4828.0,7489.08,-45.7608,▼ risk
16140,53.2,MonthlyRate,22930.0,14297.63,173.275,▲ risk
11054,53.1,MonthlyRate,9947.0,14297.63,-87.3289,▼ risk
11066,53.1,MonthlyRate,9947.0,14297.63,-87.3289,▼ risk
11062,53.1,MonthlyRate,9947.0,14297.63,-87.3289,▼ risk
11058,53.1,MonthlyRate,9947.0,14297.63,-87.3289,▼ risk
6784,53.0,MonthlyRate,21526.0,14297.63,145.0929,▲ risk
4440,52.9,MonthlyRate,10268.0,14297.63,-80.8856,▼ risk
4437,52.9,MonthlyRate,10268.0,14297.63,-80.8856,▼ risk
4433,52.9,MonthlyRate,10268.0,14297.63,-80.8856,▼ risk
4432,52.9,MonthlyRate,10268.0,14297.63,-80.8856,▼ risk
4429,52.9,MonthlyRate,10268.0,14297.63,-80.8856,▼ risk
4426,52.9,MonthlyRate,10268.0,14297.63,-80.8856,▼ risk
511,52.8,Application ID,419.0,7489.08,-121.5795,▼ risk
2278,52.8,MonthlyRate,25150.0,14297.63,217.8364,▲ risk
2280,52.8,MonthlyRate,25150.0,14297.63,217.8364,▲ risk
2286,52.8,MonthlyRate,25150.0,14297.63,217.8364,▲ risk
521,52.8,Application ID,428.0,7489.08,-121.4247,▼ risk
2272,52.8,MonthlyRate,25150.0,14297.63,217.8364,▲ risk
508,52.8,Application ID,417.0,7489.08,-121.6139,▼ risk
518,52.8,Application ID,0.0,7489.08,-128.7847,▼ risk
8903,52.7,MonthlyRate,23398.0,14297.63,182.6691,▲ risk
8911,52.7,MonthlyRate,23398.0,14297.63,182.6691,▲ risk
8908,52.7,MonthlyRate,23398.0,14297.63,182.6691,▲ risk
8916,52.7,MonthlyRate,23398.0,14297.63,182.6691,▲ risk
12527,52.5,Application ID,0.0,7489.08,-128.7847,▼ risk
12525,52.5,Application ID,9944.0,7489.08,42.2156,▲ risk
12519,52.5,Application ID,9940.0,7489.08,42.1468,▲ risk
12517,52.5,Application ID,9939.0,7489.08,42.1296,▲ risk
11929,52.4,Application ID,9468.0,7489.08,34.0301,▲ risk
11937,52.4,Application ID,9475.0,7489.08,34.1505,▲ risk
16891,52.3,MonthlyRate,2900.0,14297.63,-228.7813,▼ risk
18670,52.3,MonthlyRate,22098.0,14297.63,156.5745,▲ risk
18666,52.3,MonthlyRate,22098.0,14297.63,156.5745,▲ risk
18662,52.3,MonthlyRate,22098.0,14297.63,156.5745,▲ risk
18674,52.3,MonthlyRate,22098.0,14297.63,156.5745,▲ risk
16899,52.3,MonthlyRate,2900.0,14297.63,-228.7813,▼ risk
7114,52.1,Application ID,5652.0,7489.08,-31.5911,▼ risk
7119,52.1,Application ID,5657.0,7489.08,-31.5051,▼ risk
696,52.1,MonthlyRate,21923.0,14297.63,153.0618,▲ risk
704,52.1,MonthlyRate,21923.0,14297.63,153.0618,▲ risk
7106,52.1,Application ID,0.0,7489.08,-128.7847,▼ risk
7111,52.1,Application ID,5649.0,7489.08,-31.6427,▼ risk
6093,51.8,Application ID,0.0,7489.08,-128.7847,▼ risk
15970,51.7,MonthlyRate,25681.0,14297.63,228.495,▲ risk
8492,51.7,MonthlyRate,19383.0,14297.63,102.0771,▲ risk
8482,51.7,MonthlyRate,19383.0,14297.63,102.0771,▲ risk
8483,51.7,MonthlyRate,19383.0,14297.63,102.0771,▲ risk
8489,51.7,MonthlyRate,19383.0,14297.63,102.0771,▲ risk
8479,51.7,MonthlyRate,19383.0,14297.63,102.0771,▲ risk
15978,51.7,MonthlyRate,25681.0,14297.63,228.495,▲ risk
2769,51.6,Application ID,2203.0,7489.08,-90.9012,▼ risk
14288,51.6,MonthlyRate,6148.0,14297.63,-163.5851,▼ risk
2772,51.6,Application ID,0.0,7489.08,-128.7847,▼ risk
2777,51.6,Application ID,2210.0,7489.08,-90.7808,▼ risk
14296,51.6,MonthlyRate,6148.0,14297.63,-163.5851,▼ risk
3744,51.5,MonthlyRate,9096.0,14297.63,-104.4108,▼ risk
3748,51.5,MonthlyRate,9096.0,14297.63,-104.4108,▼ risk
3736,51.5,MonthlyRate,9096.0,14297.63,-104.4108,▼ risk
3740,51.5,MonthlyRate,9096.0,14297.63,-104.4108,▼ risk
21412,51.4,Application ID,17042.0,7489.08,164.2751,▲ risk
7713,51.3,Application ID,6109.0,7489.08,-23.7324,▼ risk
7706,51.3,Application ID,6103.0,7489.08,-23.8355,▼ risk
7702,51.3,Application ID,0.0,7489.08,-128.7847,▼ risk
7709,51.3,Application ID,6105.0,7489.08,-23.8011,▼ risk
20692,51.2,Application ID,0.0,7489.08,-128.7847,▼ risk
20684,51.2,Application ID,16476.0,7489.08,154.542,▲ risk
522,51.2,Application ID,429.0,7489.08,-121.4075,▼ risk
510,51.2,Application ID,418.0,7489.08,-121.5967,▼ risk
512,51.2,Application ID,420.0,7489.08,-121.5623,▼ risk
520,51.2,Application ID,427.0,7489.08,-121.4419,▼ risk
21890,51.0,Application ID,17423.0,7489.08,170.8269,▲ risk
21898,51.0,Application ID,17430.0,7489.08,170.9473,▲ risk
9108,50.9,MonthlyRate,18686.0,14297.63,88.0865,▲ risk
13508,50.9,MonthlyRate,22955.0,14297.63,173.7768,▲ risk
13511,50.9,MonthlyRate,22955.0,14297.63,173.7768,▲ risk
13506,50.9,MonthlyRate,22955.0,14297.63,173.7768,▲ risk
13514,50.9,MonthlyRate,22955.0,14297.63,173.7768,▲ risk
13507,50.9,MonthlyRate,22955.0,14297.63,173.7768,▲ risk
13515,50.9,MonthlyRate,22955.0,14297.63,173.7768,▲ risk
13500,50.9,MonthlyRate,22955.0,14297.63,173.7768,▲ risk
13503,50.9,MonthlyRate,22955.0,14297.63,173.7768,▲ risk
9116,50.9,MonthlyRate,18686.0,14297.63,88.0865,▲ risk
15220,50.8,Application ID,12103.0,7489.08,79.3424,▲ risk
18630,50.5,Application ID,14829.0,7489.08,126.2196,▲ risk
18635,50.5,Application ID,14833.0,7489.08,126.2884,▲ risk
18638,50.5,Application ID,14836.0,7489.08,126.34,▲ risk
18659,50.4,MonthlyRate,22098.0,14297.63,156.5745,▲ risk
18667,50.4,MonthlyRate,22098.0,14297.63,156.5745,▲ risk
18673,50.4,MonthlyRate,22098.0,14297.63,156.5745,▲ risk
18665,50.4,MonthlyRate,22098.0,14297.63,156.5745,▲ risk
3545,50.3,MonthlyRate,22967.0,14297.63,174.0177,▲ risk
3553,50.3,MonthlyRate,22967.0,14297.63,174.0177,▲ risk
20624,50.2,Application ID,16430.0,7489.08,153.751,▲ risk
21402,50.2,MonthlyRate,26092.0,14297.63,236.7449,▲ risk
22443,50.1,MonthlyRate,25098.0,14297.63,216.7927,▲ risk
22441,50.1,MonthlyRate,25098.0,14297.63,216.7927,▲ risk
22451,50.1,MonthlyRate,25098.0,14297.63,216.7927,▲ risk
22449,50.1,MonthlyRate,25098.0,14297.63,216.7927,▲ risk
11926,50.0,Application ID,9465.0,7489.08,33.9785,▲ risk
11934,50.0,Application ID,9472.0,7489.08,34.0989,▲ risk
11931,50.0,Application ID,9470.0,7489.08,34.0645,▲ risk
23265,50.0,Application ID,18541.0,7489.08,190.0524,▲ risk
11923,50.0,Application ID,9462.0,7489.08,33.9269,▲ risk
23264,50.0,Application ID,18540.0,7489.08,190.0352,▲ risk
23256,50.0,Application ID,18534.0,7489.08,189.932,▲ risk
23257,50.0,Application ID,18535.0,7489.08,189.9492,▲ risk
23261,50.0,Application ID,18539.0,7489.08,190.018,▲ risk
8413,49.8,MonthlyRate,24785.0,14297.63,210.5099,▲ risk
8405,49.8,MonthlyRate,24785.0,14297.63,210.5099,▲ risk
15907,49.4,MonthlyRate,21082.0,14297.63,136.1807,▲ risk
15915,49.4,MonthlyRate,21082.0,14297.63,136.1807,▲ risk
15976,49.3,MonthlyRate,25681.0,14297.63,228.495,▲ risk
15981,49.3,MonthlyRate,25681.0,14297.63,228.495,▲ risk
15973,49.3,MonthlyRate,25681.0,14297.63,228.495,▲ risk
15968,49.3,MonthlyRate,25681.0,14297.63,228.495,▲ risk
20628,49.3,MonthlyRate,6208.0,14297.63,-162.3808,▼ risk
14298,49.2,MonthlyRate,6148.0,14297.63,-163.5851,▼ risk
14290,49.2,MonthlyRate,6148.0,14297.63,-163.5851,▼ risk
20355,49.1,Application ID,0.0,7489.08,-128.7847,▼ risk
16271,49.1,MonthlyRate,22262.0,14297.63,159.8665,▲ risk
20347,49.1,Application ID,0.0,7489.08,-128.7847,▼ risk
20357,49.1,Application ID,0.0,7489.08,-128.7847,▼ risk
16263,49.1,MonthlyRate,22262.0,14297.63,159.8665,▲ risk
10356,48.9,MonthlyRate,5050.0,14297.63,-185.625,▼ risk
10364,48.9,MonthlyRate,5050.0,14297.63,-185.625,▼ risk
3747,48.8,MonthlyRate,9096.0,14297.63,-104.4108,▼ risk
3739,48.8,MonthlyRate,9096.0,14297.63,-104.4108,▼ risk
3734,48.8,MonthlyRate,9096.0,14297.63,-104.4108,▼ risk
3742,48.8,MonthlyRate,9096.0,14297.63,-104.4108,▼ risk
11997,48.6,MonthlyRate,21813.0,14297.63,150.8538,▲ risk
11996,48.6,MonthlyRate,22455.0,14297.63,163.7405,▲ risk
11995,48.6,MonthlyRate,21813.0,14297.63,150.8538,▲ risk
11992,48.6,MonthlyRate,21813.0,14297.63,150.8538,▲ risk
12466,48.6,Application ID,0.0,7489.08,-128.7847,▼ risk
12004,48.6,MonthlyRate,22455.0,14297.63,163.7405,▲ risk
12005,48.6,MonthlyRate,21813.0,14297.63,150.8538,▲ risk
12003,48.6,MonthlyRate,21813.0,14297.63,150.8538,▲ risk
12000,48.6,MonthlyRate,21813.0,14297.63,150.8538,▲ risk
12468,48.6,Application ID,0.0,7489.08,-128.7847,▼ risk
12474,48.6,Application ID,0.0,7489.08,-128.7847,▼ risk
6540,48.5,Application ID,5207.0,7489.08,-39.2434,▼ risk
6532,48.5,Application ID,5200.0,7489.08,-39.3638,▼ risk
15905,48.5,Application ID,12652.0,7489.08,88.7832,▲ risk
15913,48.5,Application ID,0.0,7489.08,-128.7847,▼ risk
18634,48.3,Application ID,0.0,7489.08,-128.7847,▼ risk
19786,48.3,Application ID,0.0,7489.08,-128.7847,▼ risk
19778,48.3,Application ID,15740.0,7489.08,141.8855,▲ risk
20686,48.3,Application ID,0.0,7489.08,-128.7847,▼ risk
19790,48.3,Application ID,0.0,7489.08,-128.7847,▼ risk
19782,48.3,Application ID,15744.0,7489.08,141.9543,▲ risk
20694,48.3,Application ID,16483.0,7489.08,154.6624,▲ risk
7118,48.2,Application ID,5656.0,7489.08,-31.5223,▼ risk
1245,48.2,MonthlyRate,21777.0,14297.63,150.1312,▲ risk
2780,48.2,MonthlyRate,8429.0,14297.63,-117.7993,▼ risk
1252,48.2,MonthlyRate,21777.0,14297.63,150.1312,▲ risk
7110,48.2,Application ID,5648.0,7489.08,-31.6599,▼ risk
7112,48.2,Application ID,5650.0,7489.08,-31.6255,▼ risk
7104,48.2,Application ID,5643.0,7489.08,-31.7458,▼ risk
12226,48.1,MonthlyRate,26820.0,14297.63,251.3579,▲ risk
12234,48.1,MonthlyRate,26820.0,14297.63,251.3579,▲ risk
3459,48.0,MonthlyRate,25812.0,14297.63,231.1246,▲ risk
3448,48.0,MonthlyRate,25812.0,14297.63,231.1246,▲ risk
3456,48.0,MonthlyRate,25812.0,14297.63,231.1246,▲ risk
3451,48.0,MonthlyRate,25812.0,14297.63,231.1246,▲ risk
5541,47.9,MonthlyRate,8504.0,14297.63,-116.2938,▼ risk
21395,47.7,Application ID,17029.0,7489.08,164.0516,▲ risk
21389,47.7,Application ID,17023.0,7489.08,163.9484,▲ risk
21387,47.7,Application ID,17021.0,7489.08,163.914,▲ risk
21397,47.7,Application ID,0.0,7489.08,-128.7847,▼ risk
15906,47.7,MonthlyRate,18725.0,14297.63,88.8693,▲ risk
15914,47.7,Application ID,12658.0,7489.08,88.8864,▲ risk
13958,47.6,MonthlyRate,21026.0,14297.63,135.0566,▲ risk
13953,47.6,MonthlyRate,21026.0,14297.63,135.0566,▲ risk
2776,47.6,Application ID,2209.0,7489.08,-90.798,▼ risk
2778,47.6,Application ID,2211.0,7489.08,-90.7636,▼ risk
16502,47.6,MonthlyRate,8386.0,14297.63,-118.6624,▼ risk
16504,47.6,MonthlyRate,8386.0,14297.63,-118.6624,▼ risk
13945,47.6,MonthlyRate,21026.0,14297.63,135.0566,▲ risk
13950,47.6,MonthlyRate,21026.0,14297.63,135.0566,▲ risk
15848,47.6,MonthlyRate,8386.0,14297.63,-118.6624,▼ risk
2768,47.6,Application ID,2202.0,7489.08,-90.9184,▼ risk
16494,47.6,MonthlyRate,8386.0,14297.63,-118.6624,▼ risk
2770,47.6,Application ID,2204.0,7489.08,-90.884,▼ risk
11170,47.5,Application ID,8850.0,7489.08,23.4028,▲ risk
15370,47.4,MonthlyRate,6582.0,14297.63,-154.8736,▼ risk
15378,47.4,MonthlyRate,6582.0,14297.63,-154.8736,▼ risk
4241,47.3,Application ID,3356.0,7489.08,-71.0738,▼ risk
4239,47.3,Application ID,3354.0,7489.08,-71.1082,▼ risk
4233,47.3,Application ID,3351.0,7489.08,-71.1598,▼ risk
4231,47.3,Application ID,0.0,7489.08,-128.7847,▼ risk
21999,47.3,Application ID,17515.0,7489.08,172.409,▲ risk
21993,47.3,Application ID,17513.0,7489.08,172.3746,▲ risk
21994,47.3,Application ID,0.0,7489.08,-128.7847,▼ risk
2279,47.3,MonthlyRate,25150.0,14297.63,217.8364,▲ risk
2283,47.3,MonthlyRate,25150.0,14297.63,217.8364,▲ risk
22001,47.3,Application ID,17517.0,7489.08,172.4434,▲ risk
2287,47.3,MonthlyRate,25150.0,14297.63,217.8364,▲ risk
21991,47.3,Application ID,17511.0,7489.08,172.3402,▲ risk
2275,47.3,MonthlyRate,25150.0,14297.63,217.8364,▲ risk
16123,47.1,MonthlyRate,22710.0,14297.63,168.859,▲ risk
189,47.1,Application ID,152.0,7489.08,-126.1709,▼ risk
13848,47.1,MonthlyRate,20293.0,14297.63,120.3433,▲ risk
16115,47.1,MonthlyRate,22710.0,14297.63,168.859,▲ risk
13856,47.1,MonthlyRate,20293.0,14297.63,120.3433,▲ risk
18246,46.8,MonthlyRate,23447.0,14297.63,183.6526,▲ risk
18257,46.8,MonthlyRate,23447.0,14297.63,183.6526,▲ risk
18256,46.8,MonthlyRate,23447.0,14297.63,183.6526,▲ risk
16966,46.8,Application ID,13496.0,7489.08,103.2969,▲ risk
16974,46.8,Application ID,13504.0,7489.08,103.4345,▲ risk
18249,46.8,MonthlyRate,23447.0,14297.63,183.6526,▲ risk
18253,46.8,MonthlyRate,23447.0,14297.63,183.6526,▲ risk
18250,46.8,MonthlyRate,23447.0,14297.63,183.6526,▲ risk
15218,46.7,Application ID,12101.0,7489.08,79.3081,▲ risk
16116,46.6,MonthlyRate,22710.0,14297.63,168.859,▲ risk
16124,46.6,MonthlyRate,22710.0,14297.63,168.859,▲ risk
21206,46.5,MonthlyRate,26186.0,14297.63,238.6318,▲ risk
12064,46.5,MonthlyRate,8269.0,14297.63,-121.0109,▼ risk
12056,46.5,MonthlyRate,8269.0,14297.63,-121.0109,▼ risk
21202,46.5,MonthlyRate,26186.0,14297.63,238.6318,▲ risk
21198,46.5,MonthlyRate,26186.0,14297.63,238.6318,▲ risk
21194,46.5,MonthlyRate,26186.0,14297.63,238.6318,▲ risk
10729,46.4,MonthlyRate,17725.0,14297.63,68.7966,▲ risk
10722,46.4,MonthlyRate,17725.0,14297.63,68.7966,▲ risk
10720,46.4,MonthlyRate,17725.0,14297.63,68.7966,▲ risk
10714,46.4,MonthlyRate,17725.0,14297.63,68.7966,▲ risk
1007,46.3,MonthlyRate,21436.0,14297.63,143.2864,▲ risk
999,46.3,MonthlyRate,21436.0,14297.63,143.2864,▲ risk
1003,46.3,MonthlyRate,21630.0,14297.63,147.1805,▲ risk
1004,46.3,MonthlyRate,21436.0,14297.63,143.2864,▲ risk
1010,46.3,MonthlyRate,21436.0,14297.63,143.2864,▲ risk
1011,46.3,MonthlyRate,21630.0,14297.63,147.1805,▲ risk
1002,46.3,MonthlyRate,21436.0,14297.63,143.2864,▲ risk
1012,46.3,MonthlyRate,21436.0,14297.63,143.2864,▲ risk
1254,46.2,MonthlyRate,21777.0,14297.63,150.1312,▲ risk
7336,46.2,MonthlyRate,25291.0,14297.63,220.6667,▲ risk
7343,46.2,MonthlyRate,25291.0,14297.63,220.6667,▲ risk
1241,46.2,MonthlyRate,21777.0,14297.63,150.1312,▲ risk
1247,46.2,MonthlyRate,21777.0,14297.63,150.1312,▲ risk
4911,46.1,MonthlyRate,3525.0,14297.63,-216.2358,▼ risk
4903,46.1,MonthlyRate,3525.0,14297.63,-216.2358,▼ risk
5796,46.0,MonthlyRate,9150.0,14297.63,-103.3269,▼ risk
8917,46.0,MonthlyRate,23398.0,14297.63,182.6691,▲ risk
5792,46.0,MonthlyRate,9150.0,14297.63,-103.3269,▼ risk
5788,46.0,MonthlyRate,9150.0,14297.63,-103.3269,▼ risk
5784,46.0,MonthlyRate,9150.0,14297.63,-103.3269,▼ risk
8912,46.0,MonthlyRate,23398.0,14297.63,182.6691,▲ risk
8909,46.0,MonthlyRate,23398.0,14297.63,182.6691,▲ risk
8904,46.0,MonthlyRate,23398.0,14297.63,182.6691,▲ risk
12110,45.9,MonthlyRate,21437.0,14297.63,143.3065,▲ risk
2783,45.9,Application ID,0.0,7489.08,-128.7847,▼ risk
3547,45.9,MonthlyRate,0.0,14297.63,-286.9921,▼ risk
12097,45.9,MonthlyRate,21437.0,14297.63,143.3065,▲ risk
12102,45.9,MonthlyRate,21437.0,14297.63,143.3065,▲ risk
12105,45.9,MonthlyRate,21437.0,14297.63,143.3065,▲ risk
22439,45.8,MonthlyRate,25098.0,14297.63,216.7927,▲ risk
22442,45.8,MonthlyRate,25098.0,14297.63,216.7927,▲ risk
22450,45.8,MonthlyRate,25098.0,14297.63,216.7927,▲ risk
22447,45.8,MonthlyRate,25098.0,14297.63,216.7927,▲ risk
7339,45.7,MonthlyRate,25291.0,14297.63,220.6667,▲ risk
7332,45.7,MonthlyRate,25291.0,14297.63,220.6667,▲ risk
9475,45.6,MonthlyRate,6689.0,14297.63,-152.7258,▼ risk
9461,45.6,MonthlyRate,6689.0,14297.63,-152.7258,▼ risk
9466,45.6,MonthlyRate,6689.0,14297.63,-152.7258,▼ risk
9467,45.6,MonthlyRate,6689.0,14297.63,-152.7258,▼ risk
9469,45.6,MonthlyRate,6689.0,14297.63,-152.7258,▼ risk
9474,45.6,MonthlyRate,6689.0,14297.63,-152.7258,▼ risk
1243,45.5,MonthlyRate,21777.0,14297.63,150.1312,▲ risk
2103,45.5,MonthlyRate,23300.0,14297.63,180.7019,▲ risk
2098,45.5,MonthlyRate,23300.0,14297.63,180.7019,▲ risk
2106,45.5,MonthlyRate,23300.0,14297.63,180.7019,▲ risk
1246,45.5,MonthlyRate,21777.0,14297.63,150.1312,▲ risk
2111,45.5,MonthlyRate,23300.0,14297.63,180.7019,▲ risk
1250,45.5,MonthlyRate,21777.0,14297.63,150.1312,▲ risk
1253,45.5,MonthlyRate,21777.0,14297.63,150.1312,▲ risk
5248,45.3,MonthlyRate,24737.0,14297.63,209.5464,▲ risk
4228,45.3,Application ID,0.0,7489.08,-128.7847,▼ risk
3104,45.3,Application ID,2466.0,7489.08,-86.3786,▼ risk
19780,45.3,Application ID,15742.0,7489.08,141.9199,▲ risk
19783,45.3,Application ID,15745.0,7489.08,141.9715,▲ risk
19788,45.3,Application ID,15749.0,7489.08,142.0403,▲ risk
19791,45.3,Application ID,0.0,7489.08,-128.7847,▼ risk
4240,45.3,Application ID,3355.0,7489.08,-71.091,▼ risk
4232,45.3,Application ID,0.0,7489.08,-128.7847,▼ risk
4236,45.3,Application ID,0.0,7489.08,-128.7847,▼ risk
5253,45.3,MonthlyRate,24737.0,14297.63,209.5464,▲ risk
5256,45.3,MonthlyRate,24737.0,14297.63,209.5464,▲ risk
5261,45.3,MonthlyRate,24737.0,14297.63,209.5464,▲ risk
21827,45.1,Application ID,17368.0,7489.08,169.8811,▲ risk
21825,45.1,Application ID,17367.0,7489.08,169.8639,▲ risk
21835,45.1,Application ID,17375.0,7489.08,170.0015,▲ risk
21833,45.1,Application ID,17374.0,7489.08,169.9843,▲ risk
19980,45.0,Application ID,0.0,7489.08,-128.7847,▼ risk
19976,45.0,Application ID,15912.0,7489.08,144.8433,▲ risk
19972,45.0,Application ID,15908.0,7489.08,144.7745,▲ risk
19968,45.0,Application ID,15904.0,7489.08,144.7057,▲ risk
730,44.7,Application ID,0.0,7489.08,-128.7847,▼ risk
728,44.7,Application ID,595.0,7489.08,-118.5529,▼ risk
736,44.7,Application ID,601.0,7489.08,-118.4497,▼ risk
6810,44.7,MonthlyRate,3809.0,14297.63,-210.5352,▼ risk
6817,44.7,MonthlyRate,3809.0,14297.63,-210.5352,▼ risk
738,44.7,Application ID,602.0,7489.08,-118.4325,▼ risk
20486,44.7,Application ID,16325.0,7489.08,151.9453,▲ risk
